sample1	sample2	expr.similarity	expr.doppel	pheno.similarity	pheno.doppel	smokinggun.similarity	smokinggun.doppel
GSE2990:gsm65798	GSE3494_U133A:GSM79285	0.9962930291021337	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65799	GSE3494_U133A:GSM79286	0.9965844570287725	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65319	GSE3494_U133A:GSM79289	0.9967921689352912	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65800	GSE3494_U133A:GSM79290	0.9970318728070495	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65801	GSE3494_U133A:GSM79293	0.9965371918802104	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65802	GSE3494_U133A:GSM79299	0.9955275325493523	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65803	GSE3494_U133A:GSM79300	0.9967997020648962	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65804	GSE3494_U133A:GSM79302	0.995981606845186	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65805	GSE3494_U133A:GSM79303	0.995231853877295	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65325	GSE3494_U133A:GSM79304	0.9949774894462216	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65322	GSE3494_U133A:GSM79305	0.9959283326473257	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65806	GSE3494_U133A:GSM79306	0.9956198677357457	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65807	GSE3494_U133A:GSM79308	0.9966466756374743	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65808	GSE3494_U133A:GSM79312	0.9963064124964522	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65320	GSE3494_U133A:GSM79314	0.9969392208227482	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65810	GSE3494_U133A:GSM79317	0.9967722038730007	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65811	GSE3494_U133A:GSM79318	0.9963639466894902	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65327	GSE3494_U133A:GSM79321	0.9957188313908315	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65323	GSE3494_U133A:GSM79323	0.9965867928749311	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65812	GSE3494_U133A:GSM79327	0.9968297203077886	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65324	GSE3494_U133A:GSM79330	0.9963239662962988	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65813	GSE3494_U133A:GSM79333	0.9964497694541892	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65814	GSE3494_U133A:GSM79339	0.9961765756004576	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65326	GSE3494_U133A:GSM79342	0.9966054001530914	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65317	GSE3494_U133A:GSM79343	0.9956439233609972	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65329	GSE3494_U133A:GSM79345	0.9965596556050484	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65815	GSE3494_U133A:GSM79347	0.9965983571246945	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65328	GSE3494_U133A:GSM79349	0.9967362927510309	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65316	GSE3494_U133A:GSM79353	0.9958282200149381	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65817	GSE3494_U133A:GSM79357	0.9962655366991172	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65818	GSE3494_U133A:GSM79358	0.9959526416754999	TRUE	NA	FALSE	NA	FALSE
GSE2990:gsm65318	GSE3494_U133A:GSM79359	0.9972476836381825	TRUE	NA	FALSE	NA	FALSE
