sample1	sample2	expr.similarity	expr.doppel	pheno.similarity	pheno.doppel	smokinggun.similarity	smokinggun.doppel
GSE1456_U133B:GSM107318	GSE20437:GSM512578	0.9571303092173549	TRUE	NA	FALSE	NA	FALSE
