sample1	sample2	expr.similarity	expr.doppel	pheno.similarity	pheno.doppel	smokinggun.similarity	smokinggun.doppel
GSE3494_U133A:GSM79232	GSE3494_U133B:GSM79483	0.9804473961701337	TRUE	NA	FALSE	NA	FALSE
GSE3494_U133A:GSM79285	GSE3494_U133B:GSM79536	0.9792603882607245	TRUE	NA	FALSE	NA	FALSE
GSE3494_U133A:GSM79286	GSE3494_U133B:GSM79537	0.9790968670084745	TRUE	NA	FALSE	NA	FALSE
GSE3494_U133A:GSM79348	GSE3494_U133B:GSM79599	0.9791734095761798	TRUE	NA	FALSE	NA	FALSE
