sample1	sample2	expr.similarity	expr.doppel	pheno.similarity	pheno.doppel	smokinggun.similarity	smokinggun.doppel
GSE17907:GSM447216	GSE17907:GSM447222	0.9594329821390689	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447248	GSE17907:GSM447251	0.9694687647005947	TRUE	NA	FALSE	NA	FALSE
GSE21653:GSM540218	GSE21653:GSM540301	0.9950775311204462	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447227	GSE21653:GSM540108	0.994778428164543	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447206	GSE21653:GSM540109	0.9932415560597868	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447209	GSE21653:GSM540111	0.99720184024725	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447228	GSE21653:GSM540113	0.9975036958255283	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447210	GSE21653:GSM540124	0.9960765954134915	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447219	GSE21653:GSM540147	0.9968738045914632	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447208	GSE21653:GSM540171	0.9968726020125842	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447211	GSE21653:GSM540174	0.9970211912832342	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447217	GSE21653:GSM540180	0.9974243911035016	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447229	GSE21653:GSM540206	0.9970343742361323	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447212	GSE21653:GSM540216	0.9971673614388096	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447223	GSE21653:GSM540218	0.9915437336252925	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447216	GSE21653:GSM540235	0.9975139717064117	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447231	GSE21653:GSM540236	0.9965749667200084	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447213	GSE21653:GSM540251	0.9973682682805005	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447214	GSE21653:GSM540252	0.9972660428100482	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447233	GSE21653:GSM540257	0.9973578736900179	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447215	GSE21653:GSM540268	0.9972739579261772	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447226	GSE21653:GSM540274	0.9980513241940397	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447207	GSE21653:GSM540279	0.9955707709251231	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447220	GSE21653:GSM540289	0.9964907279574734	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447221	GSE21653:GSM540291	0.9960572345238311	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447218	GSE21653:GSM540297	0.9970717103871621	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447222	GSE21653:GSM540300	0.9971473557212298	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447223	GSE21653:GSM540301	0.9962952671319585	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447225	GSE21653:GSM540309	0.9967332576702079	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447224	GSE21653:GSM540311	0.9971284606219769	TRUE	NA	FALSE	NA	FALSE
GSE17907:GSM447244	GSE21653:GSM540315	0.9961711889894171	TRUE	NA	FALSE	NA	FALSE
