sample1	sample2	expr.similarity	expr.doppel	pheno.similarity	pheno.doppel	smokinggun.similarity	smokinggun.doppel
GSE20181:GSM125155	GSE20181:GSM125156	0.9884589774379395	TRUE	NA	FALSE	NA	FALSE
GSE20181:GSM125179	GSE20181:GSM125180	0.985032402352778	TRUE	NA	FALSE	NA	FALSE
GSE20181:GSM125185	GSE20181:GSM125186	0.9964087498761107	TRUE	NA	FALSE	NA	FALSE
GSE20181:GSM125207	GSE20181:GSM125208	0.9858928099539137	TRUE	NA	FALSE	NA	FALSE
GSE20181:GSM125198	GSE20181:GSM506289	0.9859248592526415	TRUE	NA	FALSE	NA	FALSE
GSE20181:GSM125210	GSE20181:GSM506294	0.9860465125799759	TRUE	NA	FALSE	NA	FALSE
GSE20181:GSM125230	GSE20181:GSM506304	0.9870422404824176	TRUE	NA	FALSE	NA	FALSE
GSE58644:GSM1415998	GSE58644:GSM1416042	0.9820228397743764	TRUE	NA	FALSE	NA	FALSE
GSE58644:GSM1416000	GSE58644:GSM1416043	0.9812933416377839	TRUE	NA	FALSE	NA	FALSE
GSE58644:GSM1416084	GSE58644:GSM1416085	0.9964761028574675	TRUE	NA	FALSE	NA	FALSE
GSE58644:GSM1416061	GSE58644:GSM1416153	0.9892393040091605	TRUE	NA	FALSE	NA	FALSE
