sample1	sample2	expr.similarity	expr.doppel	pheno.similarity	pheno.doppel	smokinggun.similarity	smokinggun.doppel
GSE20181:GSM125155	GSE20181:GSM125156	0.9884589774380484	TRUE	NA	FALSE	NA	FALSE
GSE20181:GSM125179	GSE20181:GSM125180	0.9850324023527784	TRUE	NA	FALSE	NA	FALSE
GSE20181:GSM125185	GSE20181:GSM125186	0.9964087498760006	TRUE	NA	FALSE	NA	FALSE
GSE20181:GSM125207	GSE20181:GSM125208	0.9858928099546483	TRUE	NA	FALSE	NA	FALSE
GSE20181:GSM125198	GSE20181:GSM506289	0.9859248592534193	TRUE	NA	FALSE	NA	FALSE
GSE20181:GSM125210	GSE20181:GSM506294	0.986046512579927	TRUE	NA	FALSE	NA	FALSE
GSE20181:GSM125230	GSE20181:GSM506304	0.9870422404829177	TRUE	NA	FALSE	NA	FALSE
GSE31448:GSM781316	GSE31448:GSM781389	0.9913231383321837	TRUE	NA	FALSE	NA	FALSE
GSE31448:GSM781432	GSE31448:GSM781513	0.9950775311203051	TRUE	NA	FALSE	NA	FALSE
GSE31448:GSM781620	GSE31448:GSM781621	0.9844580944939222	TRUE	NA	FALSE	NA	FALSE
