Dataset_ID	Variable	Min	Mean	Max	Num_Unique	Unique_Summary
GSE6532_U133Plus2	age	43	62.81609195402299	86	34	43, 46, 48, 50, 51, 52, 53, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 76, 77, 78, 79, 81, 82, 86
GSE6532_U133Plus2	size	1.1	2.456896551724138	7.5	26	1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.85, 1.9, 2, 2.1, 2.2, 2.5, 2.6, 2.7, 2.9, 3, 3.4, 3.5, 3.8, 3.9, 4, 5, 5.1, 7.5
GSE6532_U133Plus2	t_dmfs	188	3647.735632183908	6151	84	188, 378, 428, 443, 760, 767, 901, 927, 1070, 1135, 1237, 1242, 1270, 1293, 1384, 1574, 1612, 1699, 1770, 1923, 2263, 2278, 2585, 2622, 2750, 2853, 2933, 3004, 3023, 3211, 3304, 3349, 3355, 3429, 3579, 3592, 3685, 3751, 3795, 3821, 3973, 4144, 4155, 4222, 4324, 4370, 4428, 4435, 4454, 4461, 4462, 4465, 4481, 4514, 4517, 4554, 4596, 4628, 4756, 4774, 4797, 4816, 4852, 4973, 4988, 5054, 5132, 5189, 5214, 5274, 5311, 5313, 5518, 5527, 5554, 5593, 5725, 5737, 5820, 5956, 5959, 5967, 6037, 6151
GSE6532_U133Plus2	t_rfs	188	3647.735632183908	6151	84	188, 378, 428, 443, 760, 767, 901, 927, 1070, 1135, 1237, 1242, 1270, 1293, 1384, 1574, 1612, 1699, 1770, 1923, 2263, 2278, 2585, 2622, 2750, 2853, 2933, 3004, 3023, 3211, 3304, 3349, 3355, 3429, 3579, 3592, 3685, 3751, 3795, 3821, 3973, 4144, 4155, 4222, 4324, 4370, 4428, 4435, 4454, 4461, 4462, 4465, 4481, 4514, 4517, 4554, 4596, 4628, 4756, 4774, 4797, 4816, 4852, 4973, 4988, 5054, 5132, 5189, 5214, 5274, 5311, 5313, 5518, 5527, 5554, 5593, 5725, 5737, 5820, 5956, 5959, 5967, 6037, 6151
