Dataset_ID	Variable	Min	Mean	Max	Num_Unique	Unique_Summary
GSE6532_U133A	age	24	58.09623430962343	88	53	24, 29, 32, 34, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 82, 83, 84, 86, 88, NA
GSE6532_U133A	size	0	2.2254404761904762	7	41	0, 0.3, 0.7, 0.8, 0.9, 1, 1.1, 1.2, 1.3, 1.4, 1.411, 1.5, 1.6, 1.7, 1.8, 1.9, 2, 2.1, 2.2, 2.3, 2.4, 2.5, 2.6, 2.7, 2.8, 2.9, 3, 3.1, 3.2, 3.3, 3.5, 3.8, 3.9, 4, 4.2, 4.5, 4.6, 5, 6, 7, NA
GSE6532_U133A	t_dmfs	8	2090.181102362205	4772	117	8, 15, 61, 91, 183, 234, 329, 335, 395, 438, 475, 493, 548, 639, 700, 717, 721, 760, 769, 835, 882, 943, 947, 975, 977, 1034, 1043, 1133, 1186, 1207, 1247, 1293, 1325, 1357, 1369, 1370, 1377, 1380, 1458, 1472, 1490, 1499, 1504, 1516, 1586, 1612, 1640, 1654, 1661, 1669, 1759, 1802, 1808, 1823, 1865, 1883, 1890, 1895, 1955, 1994, 2061, 2138, 2160, 2178, 2205, 2266, 2281, 2282, 2312, 2373, 2503, 2529, 2555, 2569, 2624, 2646, 2651, 2658, 2825, 2845, 2859, 2890, 2920, 2953, 2961, 3009, 3133, 3194, 3285, 3395, 3412, 3437, 3443, 3468, 3496, 3498, 3528, 3571, 3578, 3589, 3605, 3620, 3650, 3652, 3680, 3708, 3741, 3790, 3820, 3829, 3862, 3939, 4034, 4551, 4652, 4772, NA
GSE6532_U133A	t_rfs	8	2089.3858267716537	4772	116	8, 15, 29, 62, 182, 234, 336, 394, 427, 456, 493, 548, 639, 701, 717, 721, 759, 769, 835, 883, 942, 947, 975, 977, 1033, 1043, 1133, 1186, 1207, 1248, 1293, 1325, 1357, 1369, 1370, 1377, 1380, 1458, 1472, 1489, 1499, 1504, 1516, 1586, 1613, 1640, 1654, 1661, 1669, 1759, 1802, 1808, 1823, 1865, 1883, 1890, 1895, 1955, 1994, 2061, 2138, 2161, 2178, 2205, 2266, 2281, 2282, 2310, 2372, 2503, 2529, 2555, 2569, 2624, 2646, 2651, 2658, 2825, 2845, 2858, 2890, 2920, 2953, 2961, 3009, 3132, 3194, 3285, 3376, 3412, 3438, 3443, 3468, 3496, 3497, 3530, 3571, 3578, 3588, 3605, 3621, 3650, 3652, 3679, 3708, 3741, 3790, 3820, 3829, 3862, 3939, 4034, 4551, 4652, 4772, NA
GSE6532_U133A	time_rfs	61	2710.5245901639346	5305	114	61, 182, 213, 221, 252, 268, 274, 365, 426, 562, 648, 699, 729, 730, 790, 821, 851, 882, 942, 961, 965, 996, 1038, 1056, 1064, 1136, 1267, 1277, 1290, 1338, 1491, 1520, 1550, 1591, 1611, 1642, 1824, 1875, 1885, 1913, 1920, 2006, 2083, 2125, 2158, 2189, 2250, 2280, 2297, 2462, 2493, 2523, 2562, 2648, 2675, 2797, 2827, 3010, 3070, 3094, 3131, 3162, 3189, 3192, 3222, 3253, 3262, 3283, 3314, 3344, 3374, 3380, 3435, 3466, 3496, 3583, 3587, 3648, 3666, 3678, 3709, 3815, 3854, 3912, 3952, 4078, 4081, 4163, 4165, 4218, 4329, 4347, 4395, 4398, 4402, 4473, 4477, 4498, 4550, 4579, 4598, 4605, 4614, 4668, 4683, 4714, 4859, 4869, 4906, 5029, 5096, 5178, 5305, NA
