Dataset_ID	Variable	Unique_Summary	Num_Unique
GSE5327	cohort	Erasmus	1
GSE5327	er_status	ER negative human primary breast tumor EA02014_41243_H133A_JA-076, ER negative human primary breast tumor EA02014_41245_H133A_JA-123, ER negative human primary breast tumor EA02014_41246_H133A_JA-401, ER negative human primary breast tumor EA02014_41247_H133A_JA-120, ER negative human primary breast tumor EA02014_41248_H133A_JA-131, ER negative human primary breast tumor EA02014_41249_H133A_JA-243, ER negative human primary breast tumor EA02014_41250_H133A_JA-245, ER negative human primary breast tumor EA02014_41251_H133A_JA-632, ER negative human primary breast tumor EA02014_41252_H133A_JA-746, ER negative human primary breast tumor EA02014_41253_H133A_JA-755, ER negative human primary breast tumor EA02014_41254_H133A_JA-812, ER negative human primary breast tumor EA02014_41255_H133A_JA-838, ER negative human primary breast tumor EA02014_41256_H133A_JA-872, ER negative human primary breast tumor EA02014_41257_H133A_JA-248, ER negative human primary breast tumor EA02014_41258_H133A_JA-282, ER negative human primary breast tumor EA02014_41259_H133A_JA-929, ER negative human primary breast tumor EA02014_41260_H133A_JA-941, ER negative human primary breast tumor EA02014_41261_H133A_JA-1060, ER negative human primary breast tumor EA02014_41262_H133A_JA-1222, ER negative human primary breast tumor EA02014_41263_H133A_JA-1582, ER negative human primary breast tumor EA02014_41264_H133A_JA-1487, ER negative human primary breast tumor EA02014_41265_H133A_JA-1069, ER negative human primary breast tumor EA02014_41266_H133A_JA-1412, ER negative human primary breast tumor EA02014_41267_H133A_JA-1455, ER negative human primary breast tumor EA02014_41268_H133A_JA-1482, ER negative human primary breast tumor EA02014_41269_H133A_JA-1497, ER negative human primary breast tumor EA02014_41270_H133A_JA-1501, ER negative human primary breast tumor EA02014_41271_H133A_JA-1524, ER negative human primary breast tumor EA02014_41272_H133A_JA-1416, ER negative human primary breast tumor EA02014_41273_H133A_JA-1535, ER negative human primary breast tumor EA02014_41274_H133A_JA-1563, ER negative human primary breast tumor EA02014_41275_H133A_JA-1568, ER negative human primary breast tumor EA02014_41276_H133A_JA-1571, ER negative human primary breast tumor EA02014_41277_H133A_JA-1593, ER negative human primary breast tumor EA02014_41278_H133A_JA-1622, ER negative human primary breast tumor EA02014_41279_H133A_JA-1650, ER negative human primary breast tumor EA02014_41280_H133A_JA-1661, ER negative human primary breast tumor EA02014_41282_H133A_JA-1555, ER negative human primary breast tumor EA02014_41283_H133A_JA-1589, ER negative human primary breast tumor EA02014_41284_H133A_JA-854, ER negative human primary breast tumor EA02014_41285_H133A_JA-1821, ER negative human primary breast tumor EA02014_41286_H133A_JA-1828, ER negative human primary breast tumor EA02014_41287_H133A_JA-1858, ER negative human primary breast tumor EA02014_41288_H133A_JA-1853, ER negative human primary breast tumor EA02014_41289_H133A_JA-1871, ER negative human primary breast tumor EA02014_41290_H133A_JA-1938, ER negative human primary breast tumor EA02014_41291_H133A_JA-1939, ER negative human primary breast tumor EA02014_41292_H133A_JA-1949, ER negative human primary breast tumor EA02014_41293_H133A_JA-1966, ER negative human primary breast tumor EA02014_41294_H133A_JA-1967, ER negative human primary breast tumor EA02014_41295_H133A_JA-1976, ER negative human primary breast tumor EA02014_41296_H133A_JA-1978, ER negative human primary breast tumor EA02014_41297_H133A_JA-2001, ER negative human primary breast tumor EA02014_41298_H133A_JA-2007, ER negative human primary breast tumor EA02014_41299_H133A_JA-2021, ER negative human primary breast tumor EA02014_41300_H133A_JA-2025, ER negative human primary breast tumor EA02014_41301_H133A_JA-2038, ER negative human primary breast tumor EA02014_41302_H133A_JA-2024	58
GSE5327	Platform_ID	GPL96	1
GSE5327	lung_met_all	0, 1	2
GSE5327	lung_met_first_event	0, 1	2
GSE5327	metastasis	0, 1	2
