Dataset_ID	Variable	Unique_Summary	Num_Unique
GSE16446	n	N0, N1, N2, N3	4
GSE16446	Platform_ID	GPL570	1
GSE16446	t	T1, T2, T3, T4	4
GSE16446	topoihc	<10, 0, 1, 10, 15, 17.5, 2, 20, 25, 30, 40, 5, 50, 60, 70, 80, 90, NA	18
GSE16446	agebin	0, 1	2
GSE16446	dmfs_event	0, 1, NA	3
GSE16446	erbb2bimod	0, 1, NA	3
GSE16446	esr1bimod	0, 1	2
GSE16446	grade	1, 2, 3, NA	4
GSE16446	her2fishbin	0, 1, NA	3
GSE16446	os_event	0, 1, NA	3
GSE16446	pcr	0, 1, NA	3
GSE16446	top2atri	-1, 0, 1, NA	4
